,UniqueSurveyID,Date,Time,Latitude,Longitude,State,Habitat,Entomofauna,OtherInvertebrate,Vertebrate
5765,10786,30-09-2019,01:08:06,24.2118,93.0201,Manipur,Aquatic_Estuarine,Yes,No,Yes
5766,96252,05-09-2015,01:21:25,11.7905,76.3753,Kerala,Aquatic_Estuarine,Yes,No,Yes
5767,68834,12-11-2019,19:06:47,28.1841,74.9899,Haryana,Terrestrial_Grassland,Yes,No,Yes
5768,62269,18-08-2019,20:41:45,15.7761,74.3227,Goa,Terrestrial_Shurb,Yes,No,Yes
5769,98010,31-12-2019,06:25:53,29.7372,77.2837,Haryana,Terrestrial_Horticulture,Yes,No,No
5770,80081,12-08-2019,16:26:35,23.5026,92.0633,Tripura,Terrestrial_Horticulture,Yes,No,Yes
5771,57331,09-02-2019,05:29:56,19.3367,86.2824,Orissa,Terrestrial_Forest_PA,Yes,No,Yes
5772,41194,03-07-2016,07:47:10,28.1839,76.4901,Haryana,Terrestrial_Agriculture,Yes,No,Yes
5773,34911,06-05-2019,22:43:58,16.381,80.1954,Telangana,Terrestrial_Grassland,No,Yes,No
5774,59993,20-07-2015,13:11:39,34.554,77.7734,Jammu and Kashmir,Aquatic_Freshwater,Yes,No,Yes
5775,2518,10-07-2017,00:09:59,24.6121,85.8367,Jharkhand,Terrestrial_Grassland,No,Yes,No
5776,85878,30-04-2019,03:08:14,28.3055,76.7942,Rajasthan,Terrestrial_Forest_PA,Yes,Yes,Yes
5777,53442,26-05-2019,21:02:21,26.2372,93.7168,Assam,Terrestrial_Forest_PA,No,Yes,Yes
5778,43030,19-12-2016,07:38:52,15.6112,81.6036,Puducherry,Terrestrial_Grassland,Yes,No,Yes
5779,96049,28-12-2017,21:09:33,26.0399,86.5777,Bihar,Terrestrial_Agriculture,Yes,No,Yes
5780,94167,01-10-2017,12:55:17,13.0593,76.8964,Tamil Nadu,Terrestrial_Human_Habitation,Yes,Yes,No
5781,82380,17-11-2017,08:19:21,31.6964,74.0613,Punjab,Terrestrial_Forest_Outside_PA,No,No,Yes
5782,76920,09-08-2019,15:57:53,11.1541,75.7098,Kerala,Terrestrial_Forest_Outside_PA,No,No,No
5783,41380,29-12-2016,11:25:33,27.7098,82.3343,Uttar Pradesh,Terrestrial_Horticulture,No,No,Yes
5784,97316,04-10-2019,01:40:45,15.6212,77.2924,Andhra Pradesh,Terrestrial_Forest_Outside_PA,Yes,Yes,Yes
5785,45744,22-03-2018,18:39:20,27.7959,88.7367,Sikkim,Terrestrial_Agriculture,No,Yes,Yes
5786,30223,18-02-2017,06:11:02,13.9949,79.7632,Puducherry,Terrestrial_Shurb,Yes,No,Yes
5787,99049,27-10-2018,22:54:32,20.3568,73.0534,Dadra and Nagar Haveli,Terrestrial_Shurb,No,No,No
5788,29246,11-02-2015,07:00:41,31.8939,74.9734,Punjab,Terrestrial_Shurb,No,No,No
5789,21684,19-09-2019,01:49:06,30.3628,78.8516,Uttaranchal,Terrestrial_Shurb,No,No,No
5790,7611,23-06-2019,03:52:42,21.137,72.5815,Gujarat,Terrestrial_Forest_Outside_PA,No,No,No
5791,85178,05-01-2018,13:33:05,26.5503,95.1935,Nagaland,Aquatic_Marine,Yes,No,No
5792,28956,11-03-2016,14:38:05,23.4744,91.9448,Tripura,Terrestrial_Forest_PA,No,No,Yes
5793,5837,06-01-2019,23:49:21,26.071,92.1088,Meghalaya,Terrestrial_Human_Habitation,No,No,No
5794,43758,06-09-2016,06:52:43,21.6674,70.4399,Gujarat,Terrestrial_Agriculture,No,No,No
5795,20277,18-08-2017,00:39:09,30.72,77.0181,Himachal Pradesh,Terrestrial_Human_Habitation,No,No,No
5796,94332,28-12-2018,20:44:23,26.8229,94.122,Assam,Terrestrial_Forest_Outside_PA,No,Yes,Yes
5797,99306,27-10-2017,12:42:14,21.39,70.8818,Gujarat,Terrestrial_Human_Habitation,Yes,No,Yes
5798,67703,21-05-2018,00:27:26,28.6796,76.8563,Delhi,Terrestrial_Horticulture,No,No,No
5799,80662,25-09-2017,22:48:57,17.4694,77.9576,Karnataka,Terrestrial_Horticulture,No,Yes,Yes
5800,63112,26-07-2016,18:32:55,32.3111,77.5073,Himachal Pradesh,Aquatic_Estuarine,No,Yes,No
5801,66482,14-05-2019,10:36:29,16.6145,80.7902,Telangana,Aquatic_Freshwater,Yes,Yes,Yes
5802,58874,14-10-2018,17:24:43,22.6634,92.9288,Mizoram,Aquatic_Marine,Yes,Yes,Yes
5803,95677,14-11-2016,00:42:19,29.6619,80.6367,Uttaranchal,Terrestrial_Human_Habitation,No,Yes,No
5804,83835,05-09-2018,00:40:19,23.5882,77.1909,Rajasthan,Aquatic_Freshwater,Yes,No,Yes
5805,75886,02-04-2019,08:37:55,22.8392,86.2851,West Bengal,Terrestrial_Forest_PA,Yes,Yes,Yes
5806,10706,30-06-2017,09:09:57,20.2608,73.0608,Dadra and Nagar Haveli,Terrestrial_Agriculture,No,Yes,Yes
5807,69374,22-05-2017,18:15:32,26.096,94.1379,Nagaland,Terrestrial_Shurb,Yes,No,No
5808,39794,21-05-2019,12:31:52,26.6881,94.3212,Nagaland,Aquatic_Marine,No,No,No
5809,41868,05-07-2017,21:42:46,13.1677,74.0844,Karnataka,Aquatic_Marine,Yes,No,Yes
5810,55626,05-07-2018,19:41:58,30.1933,80.2516,Uttaranchal,Aquatic_Marine,No,No,No
5811,29310,19-05-2016,16:01:56,19.9849,74.7143,Maharashtra,Aquatic_Freshwater,No,Yes,No
5812,99996,07-04-2016,07:22:40,28.79,78.5457,Uttaranchal,Terrestrial_Horticulture,Yes,No,No
5813,1393,06-08-2015,10:28:21,28.71,76.9323,Delhi,Aquatic_Freshwater,Yes,No,No
5814,89698,05-01-2018,02:34:35,28.7237,77.2221,Delhi,Terrestrial_Human_Habitation,No,No,No
5815,49115,13-10-2016,05:04:26,10.3996,72.1652,Lakshadweep,Aquatic_Freshwater,Yes,No,No
5816,15471,11-03-2016,21:27:46,28.5848,76.933,Delhi,Terrestrial_Forest_PA,Yes,Yes,Yes
5817,54796,11-02-2019,07:01:18,25.2955,92.0964,Meghalaya,Terrestrial_Human_Habitation,Yes,Yes,Yes
5818,90114,22-10-2016,09:12:31,7.7718,93.4535,Andaman and Nicobar,Terrestrial_Shurb,Yes,No,No
5819,39856,02-01-2020,07:02:59,10.5489,76.759,Tamil Nadu,Terrestrial_Shurb,Yes,No,No
5820,86700,13-08-2016,20:37:27,26.0411,90.7656,Assam,Aquatic_Estuarine,No,No,Yes
5821,47009,02-02-2015,01:26:14,25.5036,89.8361,Meghalaya,Terrestrial_Forest_PA,No,No,No
5822,58178,25-03-2016,13:42:14,28.6513,72.0887,Rajasthan,Aquatic_Marine,Yes,No,Yes
5823,35497,17-06-2019,19:51:04,23.9245,92.7596,Mizoram,Terrestrial_Shurb,No,No,No
5824,25741,15-09-2018,21:13:39,20.3532,73.0296,Dadra and Nagar Haveli,Aquatic_Marine,Yes,No,No
5825,85564,17-05-2018,23:58:49,11.0691,92.671,Andaman and Nicobar,Aquatic_Marine,No,Yes,No
5826,4744,16-06-2018,02:47:56,23.4333,84.3007,Chhattisgarh,Terrestrial_Grassland,No,No,Yes
5827,19998,28-06-2018,14:03:25,30.7895,77.6202,Himachal Pradesh,Terrestrial_Grassland,Yes,Yes,No
5828,64125,06-10-2019,17:31:19,18.4277,78.4578,Maharashtra,Aquatic_Marine,Yes,Yes,Yes
5829,54291,03-12-2015,13:11:42,27.4078,88.2142,Sikkim,Terrestrial_Forest_PA,No,Yes,No
5830,85818,28-10-2015,14:45:45,31.3231,78.9274,Uttaranchal,Terrestrial_Horticulture,Yes,No,Yes
5831,35007,13-04-2018,18:38:38,20.5894,68.7307,Gujarat,Terrestrial_Grassland,No,No,No
5832,54640,13-03-2019,07:26:55,27.5391,82.3227,Uttar Pradesh,Terrestrial_Forest_Outside_PA,Yes,No,Yes
5833,20148,26-06-2015,03:39:29,12.0186,77.0518,Kerala,Terrestrial_Forest_Outside_PA,Yes,Yes,Yes
5834,60522,07-11-2018,00:40:19,31.1849,78.9737,Himachal Pradesh,Terrestrial_Forest_PA,No,Yes,Yes
5835,93171,08-10-2017,01:27:14,26.5305,93.8299,Nagaland,Terrestrial_Horticulture,No,No,No
5836,26138,29-09-2019,14:54:32,26.523,93.526,Nagaland,Aquatic_Freshwater,Yes,Yes,No
5837,2407,21-08-2015,06:56:53,16.9817,82.0128,Andhra Pradesh,Terrestrial_Horticulture,No,Yes,Yes
5838,12845,22-07-2015,14:23:52,26.1541,82.5866,Uttar Pradesh,Aquatic_Marine,No,No,No
5839,70673,07-09-2019,05:30:09,26.3386,95.8521,Assam,Terrestrial_Horticulture,Yes,Yes,No
5840,65755,06-07-2016,13:40:34,12.231,79.8716,Puducherry,Terrestrial_Shurb,No,No,No
5841,82159,03-10-2017,12:45:19,23.521,93.3201,Mizoram,Terrestrial_Forest_PA,Yes,Yes,No
5842,5102,16-01-2019,06:22:18,26.9416,94.7763,Nagaland,Terrestrial_Shurb,No,No,No
5843,12346,27-06-2017,19:55:00,18.0282,78.0845,Maharashtra,Terrestrial_Agriculture,Yes,No,Yes
5844,12581,20-05-2019,10:11:32,24.5453,86.697,West Bengal,Aquatic_Estuarine,No,Yes,No
5845,99482,28-11-2018,16:46:22,21.3525,74.7068,Maharashtra,Aquatic_Freshwater,Yes,Yes,Yes
5846,36978,14-07-2019,23:58:15,9.6187,77.3513,Kerala,Aquatic_Estuarine,No,Yes,No
5847,50256,26-12-2019,23:00:15,23.6746,91.2088,Tripura,Terrestrial_Forest_Outside_PA,No,No,Yes
5848,45167,13-06-2016,03:43:20,28.4509,77.3098,Delhi,Aquatic_Estuarine,Yes,Yes,No
5849,42518,16-08-2017,15:51:15,22.6732,83.2288,Chhattisgarh,Aquatic_Freshwater,No,Yes,Yes
5850,12670,04-12-2015,08:02:33,27.0072,95.0614,Arunachal Pradesh,Terrestrial_Human_Habitation,Yes,Yes,No
5851,98080,12-01-2016,00:06:10,25.7812,90.9525,Meghalaya,Terrestrial_Human_Habitation,No,Yes,Yes
5852,40824,12-12-2019,01:10:55,16.3318,73.6903,Maharashtra,Terrestrial_Horticulture,Yes,Yes,No
5853,7779,26-03-2019,10:53:36,30.8328,74.794,Punjab,Terrestrial_Forest_PA,Yes,No,Yes
5854,48014,26-02-2019,09:44:32,15.8269,79.5685,Maharashtra,Terrestrial_Forest_Outside_PA,Yes,No,Yes
5855,63989,07-03-2018,03:59:32,23.6518,92.2986,Tripura,Terrestrial_Forest_PA,No,Yes,No
5856,98538,09-02-2016,14:40:46,21.9683,88.0168,West Bengal,Terrestrial_Forest_PA,No,Yes,No
5857,5229,27-11-2018,18:39:56,21.513,81.7601,Orissa,Aquatic_Marine,No,Yes,No
5858,39420,10-03-2015,18:08:20,25.8915,78.7542,Madhya Pradesh,Terrestrial_Horticulture,No,No,Yes
5859,3144,19-03-2017,10:08:24,14.2516,77.0825,Puducherry,Terrestrial_Forest_Outside_PA,No,Yes,No
5860,56205,05-04-2018,03:03:12,29.0061,77.5626,Uttaranchal,Terrestrial_Shurb,No,No,Yes
5861,93640,20-09-2017,04:35:45,24.7414,84.9488,Bihar,Aquatic_Estuarine,No,No,No
5862,1309,01-01-2020,01:15:54,12.6233,74.417,Karnataka,Terrestrial_Forest_Outside_PA,No,Yes,No
5863,40202,13-03-2019,20:57:44,20.1224,73.0233,Dadra and Nagar Haveli,Terrestrial_Agriculture,Yes,No,Yes
5864,9961,11-01-2015,02:01:16,20.1082,73.0865,Dadra and Nagar Haveli,Terrestrial_Forest_PA,No,No,No
5865,56849,14-02-2016,02:17:55,11.0152,79.7945,Puducherry,Terrestrial_Grassland,Yes,Yes,No
5866,54078,25-08-2015,01:27:20,24.0542,87.4772,West Bengal,Aquatic_Marine,Yes,No,No
5867,32681,29-06-2017,23:41:43,15.3137,74.1723,Goa,Terrestrial_Human_Habitation,Yes,No,No
5868,98270,02-05-2019,09:24:18,28.8575,77.0421,Delhi,Aquatic_Marine,No,No,No
5869,92858,01-12-2015,09:06:12,12.9153,77.0365,Karnataka,Aquatic_Estuarine,Yes,Yes,Yes
5870,8381,18-02-2019,04:45:27,24.2525,93.8528,Manipur,Aquatic_Marine,No,Yes,Yes
5871,92725,13-08-2018,10:53:30,23.8847,82.2203,Chhattisgarh,Terrestrial_Horticulture,No,No,No
5872,79511,20-08-2015,03:46:52,23.0996,87.4702,West Bengal,Aquatic_Estuarine,Yes,Yes,No
5873,53417,08-08-2016,02:31:55,18.7137,78.2586,Telangana,Terrestrial_Human_Habitation,No,Yes,No
5874,57801,25-05-2016,15:46:03,20.4989,71.5116,Daman and Diu,Terrestrial_Forest_Outside_PA,Yes,Yes,Yes
5875,86746,06-07-2018,23:48:56,24.1552,93.2059,Mizoram,Terrestrial_Forest_PA,No,No,No
5876,25764,20-01-2016,09:18:00,27.1942,86.1971,Bihar,Terrestrial_Horticulture,Yes,No,Yes
5877,83292,26-05-2019,15:35:22,16.1904,78.8746,Maharashtra,Aquatic_Marine,Yes,No,No
5878,40469,20-04-2016,21:27:34,17.8025,81.6662,Telangana,Terrestrial_Human_Habitation,Yes,Yes,No
5879,37194,04-07-2015,04:51:23,29.9647,73.9188,Punjab,Terrestrial_Grassland,No,No,Yes
5880,97069,22-12-2016,04:39:45,21.465,82.1129,Orissa,Terrestrial_Forest_PA,Yes,Yes,Yes
5881,37891,26-09-2017,03:57:59,20.7252,70.8046,Daman and Diu,Terrestrial_Forest_PA,Yes,Yes,No
5882,49643,06-09-2017,23:28:48,16.5175,79.5627,Maharashtra,Terrestrial_Forest_Outside_PA,Yes,Yes,No
5883,44430,23-07-2017,23:56:46,27.9845,77.1775,Haryana,Terrestrial_Forest_PA,No,Yes,Yes
5884,97910,17-02-2020,20:18:28,24.5543,94.8007,Assam,Aquatic_Marine,Yes,Yes,Yes
5885,83631,21-12-2017,00:38:49,9.805,93.0864,Andaman and Nicobar,Terrestrial_Horticulture,Yes,Yes,Yes
5886,45688,13-01-2015,04:47:20,23.4331,75.5179,Rajasthan,Terrestrial_Horticulture,Yes,Yes,Yes
5887,79550,25-11-2019,17:47:22,19.7172,80.0581,Telangana,Terrestrial_Horticulture,No,No,No
5888,84149,13-07-2017,02:42:19,26.4856,86.5962,Bihar,Terrestrial_Forest_PA,Yes,No,No
5889,24731,04-09-2019,19:36:19,18.5532,79.636,Telangana,Aquatic_Freshwater,No,Yes,No
5890,60254,22-04-2017,14:03:11,22.7001,74.3332,Gujarat,Terrestrial_Human_Habitation,No,Yes,Yes
5891,44370,20-12-2016,12:28:23,21.8398,80.6696,Maharashtra,Terrestrial_Forest_PA,No,Yes,No
5892,95395,07-11-2015,22:20:20,12.7257,76.5154,Kerala,Terrestrial_Shurb,Yes,Yes,No
5893,64650,04-07-2015,09:16:11,22.2368,93.2762,Mizoram,Terrestrial_Human_Habitation,No,No,Yes
5894,16277,25-01-2016,01:37:25,26.6475,83.3418,Uttar Pradesh,Terrestrial_Shurb,Yes,Yes,No
5895,62519,25-01-2019,12:56:02,25.8815,92.7028,Meghalaya,Terrestrial_Forest_Outside_PA,No,Yes,Yes
5896,39234,20-06-2019,09:48:14,18.3392,74.0292,Maharashtra,Terrestrial_Human_Habitation,Yes,Yes,Yes
5897,41939,20-10-2015,09:13:11,28.5427,77.3119,Delhi,Terrestrial_Horticulture,Yes,Yes,No
5898,67770,21-08-2017,06:11:17,23.6359,91.2804,Tripura,Terrestrial_Grassland,No,Yes,No
5899,10787,20-08-2017,08:27:12,29.828,76.8066,Haryana,Terrestrial_Forest_Outside_PA,Yes,No,Yes
5900,72439,18-05-2017,18:17:01,23.0591,74.2515,Gujarat,Terrestrial_Shurb,No,No,Yes
5901,25125,12-01-2018,03:03:40,26.5011,94.4512,Nagaland,Aquatic_Marine,Yes,No,No
5902,51138,22-05-2016,10:36:29,28.1342,73.4066,Rajasthan,Aquatic_Marine,No,Yes,No
5903,69759,09-04-2019,00:12:05,20.8348,72.004,Daman and Diu,Terrestrial_Horticulture,No,Yes,Yes
5904,428,02-03-2018,15:04:29,28.0991,95.1281,Arunachal Pradesh,Aquatic_Freshwater,No,Yes,Yes
5905,90150,12-08-2018,05:54:45,23.5122,75.0224,Rajasthan,Aquatic_Freshwater,No,No,Yes
5906,26455,23-06-2018,14:20:18,31.401,79.4367,Uttaranchal,Aquatic_Freshwater,No,Yes,Yes
5907,37547,21-03-2019,16:22:34,15.9306,79.9431,Telangana,Terrestrial_Forest_Outside_PA,No,No,Yes
5908,93510,18-07-2016,18:42:35,23.2029,92.0696,Tripura,Terrestrial_Grassland,Yes,Yes,Yes
5909,89938,12-04-2015,21:05:25,24.262,91.9768,Tripura,Terrestrial_Human_Habitation,No,Yes,Yes
5910,69594,20-02-2017,16:45:14,23.7253,92.8786,Mizoram,Terrestrial_Shurb,No,No,Yes
5911,42571,02-10-2016,13:12:13,11.0048,76.0552,Kerala,Aquatic_Marine,Yes,No,Yes
5912,61535,09-11-2017,06:26:33,25.9979,79.0419,Madhya Pradesh,Terrestrial_Forest_Outside_PA,No,Yes,No
5913,66200,14-10-2017,02:50:13,35.1311,75.6225,Jammu and Kashmir,Terrestrial_Horticulture,Yes,No,Yes
5914,93222,26-01-2015,17:11:49,12.3224,75.5636,Karnataka,Terrestrial_Human_Habitation,Yes,No,Yes
5915,89845,21-04-2019,20:57:18,9.805,73.5539,Lakshadweep,Aquatic_Marine,No,Yes,Yes
5916,48463,18-09-2019,09:33:53,15.0497,73.77,Goa,Terrestrial_Horticulture,No,Yes,No
5917,4188,07-04-2015,12:25:20,30.701,76.713,Chandigarh,Aquatic_Estuarine,No,No,No
5918,60493,24-11-2018,06:39:21,29.0953,79.434,Uttar Pradesh,Terrestrial_Agriculture,Yes,Yes,No
5919,4418,29-12-2015,00:45:24,27.586,88.1325,Sikkim,Terrestrial_Forest_PA,Yes,No,No
5920,41190,25-07-2016,21:02:06,29.1734,72.9013,Rajasthan,Aquatic_Freshwater,Yes,No,No
5921,57308,16-09-2018,19:42:33,26.3462,89.3678,West Bengal,Terrestrial_Forest_PA,No,No,No
5922,6592,27-02-2016,21:41:38,18.026,85.6823,Orissa,Terrestrial_Forest_PA,Yes,No,Yes
5923,27245,26-03-2019,08:55:48,15.0278,74.1427,Goa,Terrestrial_Shurb,No,Yes,No
5924,2811,25-09-2019,16:22:55,23.8905,74.8574,Madhya Pradesh,Terrestrial_Grassland,Yes,No,Yes
5925,47210,01-01-2020,19:03:54,14.9817,73.6874,Goa,Terrestrial_Human_Habitation,Yes,Yes,No
5926,65563,18-01-2016,03:55:39,9.9316,72.1991,Lakshadweep,Terrestrial_Agriculture,No,No,No
5927,57240,25-01-2020,01:55:51,31.9205,73.8803,Punjab,Terrestrial_Agriculture,Yes,Yes,No
5928,38611,18-01-2016,02:55:12,8.0535,93.4583,Andaman and Nicobar,Terrestrial_Shurb,No,No,Yes
5929,79689,30-05-2016,09:57:44,9.8534,79.4376,Tamil Nadu,Terrestrial_Horticulture,No,Yes,Yes
5930,44502,18-05-2017,10:21:17,20.6636,72.514,Daman and Diu,Terrestrial_Forest_Outside_PA,Yes,No,Yes
5931,73251,17-04-2016,14:49:36,32.3361,74.7049,Jammu and Kashmir,Terrestrial_Forest_PA,No,No,Yes
5932,60806,16-12-2016,21:35:08,10.5886,75.0569,Kerala,Aquatic_Freshwater,Yes,No,Yes
5933,62522,11-08-2019,01:22:42,11.6834,78.246,Tamil Nadu,Terrestrial_Forest_Outside_PA,Yes,No,No
5934,78693,26-01-2017,05:54:14,20.3267,73.1508,Dadra and Nagar Haveli,Aquatic_Marine,No,No,Yes
5935,2138,07-10-2018,14:00:20,28.7583,77.0842,Delhi,Terrestrial_Grassland,Yes,Yes,Yes
5936,41072,22-05-2019,22:24:34,27.0207,86.6324,Bihar,Terrestrial_Forest_PA,No,No,No
5937,65928,07-10-2017,00:36:56,20.179,73.0463,Dadra and Nagar Haveli,Terrestrial_Forest_Outside_PA,Yes,No,No
5938,25721,08-05-2018,06:54:56,15.5141,76.8834,Andhra Pradesh,Terrestrial_Horticulture,No,No,Yes
5939,50002,02-11-2018,22:12:31,20.1505,72.926,Dadra and Nagar Haveli,Terrestrial_Horticulture,Yes,No,Yes
5940,57408,28-04-2018,11:51:33,26.5157,93.009,Assam,Aquatic_Estuarine,No,Yes,No
5941,58673,09-12-2015,13:46:47,25.5123,91.908,Meghalaya,Terrestrial_Agriculture,Yes,No,Yes
5942,37134,14-01-2016,20:34:15,13.0709,81.8379,Puducherry,Terrestrial_Shurb,No,No,No
5943,19467,13-01-2017,03:17:08,24.0713,92.0763,Tripura,Terrestrial_Human_Habitation,No,No,No
5944,67310,04-02-2016,21:34:58,25.2204,86.1689,West Bengal,Terrestrial_Forest_Outside_PA,Yes,Yes,Yes
5945,18079,16-05-2016,01:02:39,24.4687,94.2876,Assam,Terrestrial_Horticulture,Yes,Yes,Yes
5946,50157,30-08-2018,14:36:04,23.5888,88.2862,West Bengal,Aquatic_Marine,Yes,No,No
5947,86343,30-12-2016,02:32:19,8.7974,76.6446,Kerala,Aquatic_Marine,No,No,Yes
5948,90512,20-07-2015,10:26:33,20.9715,84.3858,Chhattisgarh,Aquatic_Marine,Yes,Yes,No
5949,68337,11-07-2016,16:35:56,15.5937,74.0924,Goa,Terrestrial_Grassland,No,Yes,Yes
5950,62114,02-01-2017,01:34:49,22.4487,86.4582,West Bengal,Terrestrial_Horticulture,No,No,No
5951,62200,05-01-2018,16:45:06,27.2309,87.2258,Bihar,Terrestrial_Forest_Outside_PA,No,Yes,No
5952,57699,18-10-2017,03:27:04,9.4343,76.2683,Kerala,Terrestrial_Forest_PA,Yes,No,No
5953,51288,28-01-2020,21:48:16,31.6007,78.225,Himachal Pradesh,Aquatic_Estuarine,Yes,No,Yes
5954,83488,30-01-2020,02:05:12,30.7634,76.1109,Himachal Pradesh,Terrestrial_Agriculture,Yes,Yes,Yes
5955,1771,06-08-2017,19:20:49,20.5933,83.3979,Orissa,Terrestrial_Forest_PA,Yes,Yes,Yes
5956,52777,06-12-2016,06:28:33,24.911,83.5402,Jharkhand,Terrestrial_Forest_Outside_PA,Yes,No,No
5957,21205,28-11-2019,04:24:34,24.5229,94.6271,Manipur,Aquatic_Estuarine,Yes,No,No
5958,5189,22-01-2017,02:15:25,24.4752,91.9468,Assam,Aquatic_Estuarine,Yes,Yes,No
5959,14728,18-07-2018,03:38:53,19.5719,84.3979,Orissa,Terrestrial_Shurb,Yes,No,No
5960,66178,15-04-2015,08:39:36,15.1774,73.8783,Goa,Terrestrial_Shurb,Yes,No,No
5961,88574,27-04-2015,02:17:23,27.4467,84.2916,Bihar,Terrestrial_Agriculture,Yes,Yes,Yes
5962,67308,01-10-2017,16:07:03,11.2431,76.8732,Kerala,Terrestrial_Horticulture,Yes,No,No
5963,31511,01-05-2018,10:21:25,29.143,76.4719,Haryana,Aquatic_Marine,Yes,No,No
5964,48123,03-08-2019,03:23:49,11.872,80.2845,Tamil Nadu,Aquatic_Estuarine,No,No,No
5965,48837,24-08-2017,11:51:45,28.9541,69.819,Rajasthan,Terrestrial_Horticulture,Yes,No,No
5966,88342,11-02-2015,17:59:59,17.8514,83.855,Chhattisgarh,Terrestrial_Agriculture,No,Yes,Yes
5967,8700,10-01-2015,14:45:22,23.8874,75.366,Rajasthan,Terrestrial_Horticulture,No,No,Yes
5968,75153,15-04-2018,01:07:54,23.9456,93.2248,Manipur,Terrestrial_Forest_PA,Yes,No,No
5969,99326,24-01-2020,08:51:17,23.8295,91.6162,Tripura,Terrestrial_Agriculture,Yes,Yes,No
5970,73484,02-09-2017,07:49:07,25.4357,92.7119,Meghalaya,Terrestrial_Forest_Outside_PA,Yes,No,Yes
5971,16521,01-10-2015,20:05:31,20.1908,72.9665,Dadra and Nagar Haveli,Terrestrial_Grassland,No,Yes,Yes
5972,64351,21-05-2019,02:25:41,30.6233,75.9938,Punjab,Terrestrial_Forest_Outside_PA,No,No,Yes
5973,64549,04-10-2018,10:36:33,22.917,83.2038,Chhattisgarh,Aquatic_Estuarine,Yes,Yes,Yes
5974,57377,21-07-2018,06:52:51,28.6856,76.9779,Delhi,Terrestrial_Shurb,No,Yes,Yes
5975,67892,01-09-2015,12:43:16,8.9147,79.2077,Tamil Nadu,Terrestrial_Grassland,No,No,No
5976,46884,17-08-2016,11:16:01,24.4401,83.7187,Bihar,Terrestrial_Forest_PA,No,Yes,No
5977,16506,21-06-2017,03:59:11,18.1893,84.2289,Chhattisgarh,Aquatic_Marine,Yes,Yes,Yes
5978,90123,15-06-2016,20:12:19,31.1755,77.6006,Himachal Pradesh,Terrestrial_Forest_Outside_PA,No,Yes,Yes
5979,92498,13-11-2018,12:38:29,20.741,84.0976,Orissa,Terrestrial_Human_Habitation,No,No,No
5980,39334,26-02-2018,15:59:57,32.2162,76.7262,Punjab,Aquatic_Marine,Yes,Yes,No
5981,10546,04-04-2017,23:11:44,24.0368,76.0682,Rajasthan,Aquatic_Estuarine,Yes,Yes,No
5982,46542,08-01-2015,13:55:22,30.1159,80.9463,Uttaranchal,Aquatic_Estuarine,No,Yes,Yes
5983,36197,22-10-2016,14:39:59,24.4858,91.342,Assam,Terrestrial_Forest_PA,Yes,Yes,No
5984,35907,02-05-2018,00:40:00,29.1447,96.5857,Arunachal Pradesh,Terrestrial_Grassland,Yes,No,Yes
5985,26099,14-07-2015,16:15:53,32.4993,75.2271,Punjab,Terrestrial_Horticulture,Yes,No,No
5986,53635,12-02-2016,00:07:31,20.5711,71.091,Daman and Diu,Terrestrial_Shurb,Yes,No,Yes
5987,56907,15-11-2016,15:38:21,22.3776,83.5844,Jharkhand,Terrestrial_Forest_PA,Yes,No,No
5988,20171,29-04-2015,17:11:32,30.5899,75.6352,Himachal Pradesh,Aquatic_Marine,Yes,No,No
5989,49508,30-12-2019,19:26:00,15.3613,74.2742,Goa,Terrestrial_Grassland,No,No,Yes
5990,61455,20-09-2015,00:18:01,30.5668,76.5899,Haryana,Aquatic_Freshwater,No,Yes,Yes
5991,29450,16-01-2017,13:54:16,30.7778,76.8194,Chandigarh,Terrestrial_Human_Habitation,No,No,Yes
5992,88474,16-08-2016,04:53:32,30.8114,78.3596,Himachal Pradesh,Terrestrial_Grassland,No,Yes,No
5993,20592,06-01-2016,08:26:08,12.1843,75.7389,Kerala,Terrestrial_Forest_Outside_PA,Yes,No,Yes
5994,92386,27-02-2015,13:00:57,12.3691,76.5188,Tamil Nadu,Terrestrial_Shurb,Yes,Yes,Yes
5995,76298,14-06-2017,15:39:56,18.072,86.9628,Orissa,Aquatic_Freshwater,Yes,Yes,Yes
5996,4079,26-08-2018,16:35:27,12.17,74.5731,Karnataka,Terrestrial_Forest_Outside_PA,Yes,Yes,Yes
5997,35875,29-03-2015,17:48:47,24.7596,88.4352,West Bengal,Terrestrial_Human_Habitation,No,No,No
5998,78083,19-10-2018,15:52:30,30.7963,76.7184,Chandigarh,Aquatic_Freshwater,No,Yes,No
5999,31000,26-09-2017,05:20:07,20.2285,72.9644,Dadra and Nagar Haveli,Terrestrial_Agriculture,No,No,Yes
6000,93298,17-01-2019,01:28:02,12.2264,93.8753,Andaman and Nicobar,Terrestrial_Forest_PA,Yes,No,Yes
6001,17267,19-01-2016,19:52:51,25.9432,82.7537,Madhya Pradesh,Terrestrial_Human_Habitation,No,No,No
6002,40379,20-05-2015,00:18:53,29.3302,79.0556,Uttaranchal,Terrestrial_Agriculture,Yes,Yes,No
6003,24612,11-01-2016,09:02:28,17.4644,75.1781,Karnataka,Terrestrial_Shurb,Yes,No,No
6004,46101,04-10-2018,04:41:43,29.7851,75.9193,Haryana,Aquatic_Freshwater,Yes,No,No
